SMILES,InChI,Count
O=c1c2ccccc2oc2c3c(ccc12)C=CCO3,QJSLXFDRCCLJRX-UHFFFAOYSA-N,4
C=c1cc2oc(=O)c3cccc(c3-2)c1=O,SFNYYGAIDQARFP-UHFFFAOYSA-N,4
O=C1CCCCCCCCOC(=O)CCC1,DNNZAWSEPXRTEH-UHFFFAOYSA-N,4
c1ccc2c(c1)CCCCC21CCNCC1,NPEAKKKXDZBNDM-UHFFFAOYSA-N,4
O=C1C=c2ccc3ccccc3c2=CC1=O,VKNRTBGXPDTDBE-UHFFFAOYSA-N,4
C1COC2CNCC2N1,UMIZTIYZNFUATK-UHFFFAOYSA-N,4
C=C1CCC[C@@H]2CC[C@@H]3C(=CC[C@H]4[C@H]3CC[C@H]3CCCC[C@@H]34)[C@H]12,OAHSMOMYABMRLL-SLLBIRPOSA-N,4
O=c1[nH][nH]c2c1ncc1ccccc12,WFXUBCDQYAPCPG-UHFFFAOYSA-N,4
O=C1/C=C\c2ccccc2OCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,PQHGCOBUGHIVOS-WAYWQWQTSA-N,4
O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC(=O)[C@@H]2[C@H]4C=CO[C@H]4C[C@@H]32)C1,GXKSSILJZNSAQC-JAASJGIMSA-N,4
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCNCCOCCn1cc2c2ccccc21,XYONQLRREJIPLV-UHFFFAOYSA-N,4
O=C1C=CC2CCc3ccccc3C2=C1,KMLPZKZTLNROGN-UHFFFAOYSA-N,4
c1ccc2c(c1)CC1c3ccccc3CC21,WAOYYDRELAGSPG-UHFFFAOYSA-N,4
O=C1C[C@H]2SCCCN12,QHTOIDKCEPKVCM-ZCFIWIBFSA-N,4
c1cnc2c(c1)ccc1[nH]c3ccccc3c12,MZXDPTWGJXNUMW-UHFFFAOYSA-N,4
O=C1CC2=CCC[C@H](C2)C[C@@H]2[C@@H]3CCO[C@@H]3CC[C@@H]12,GVUAWACSWMJYDL-DOFKHENGSA-N,4
O=C1CNC(=O)CC(=O)NC(=O)CNC(=O)CN1,GWINMFFLOZAKIN-UHFFFAOYSA-N,4
O=C1CCC2CNC1CN2,NBYLPOPJRRASNE-UHFFFAOYSA-N,4
O=C1CCc2cnc3ncnn3c2N1,WHJRSCOQBAFVCD-UHFFFAOYSA-N,4
O=C1OCC[C@@H]2C1=CC[C@@H]1[C@H]2C[C@H]2COC(=O)[C@H]21,JGYIROIVTJSQRF-JGEDTMQMSA-N,4
N=C1C(=O)N2C=CCS(=O)(=O)[C@H]12,CQNDNDXMDGWIHK-ZCFIWIBFSA-N,4
O=C1OCC[C@H]2O[C@@H]3C(=O)C=C4C=COC=C4[C@@H]3[C@@H]12,AXPXGTRKCXVOTQ-FVCCEPFGSA-N,4
C1=CNc2ccncc2C1,MZGYULFZYMVEMC-UHFFFAOYSA-N,4
c1ccc2c3c([nH]c2c1)[C@H]1CN[C@H](CN1)C3,YAZDTYFCZNXKNU-QPUJVOFHSA-N,4
c1ccc2c3c([nH]c2c1)[C@@H]1CN[C@@H](CN1)C3,YAZDTYFCZNXKNU-PELKAZGASA-N,4
c1cc2[nH]cn[n+]2cn1,QLOWGDIISXJREF-UHFFFAOYSA-O,4
C1=C2[C@@H](CC[C@]34CC[C@H](COC3)C[C@@H]24)[C@@H]2CC[C@H]3CCCC[C@@H]3[C@H]2C1,HFIYISFLUNLENI-SIEHIEJTSA-N,4
O=C1CNC(=O)COc2ccc3ccccc3c2-c2c(ccc3ccccc23)OC/C=C\CCN1,AULUGZPOAMPHHP-XFSBKJJWSA-N,4
O=C1CCCOc2ccc3ccccc3c2-c2cc(cc3ccccc23)OC/C=C/CCNC(=O)CN1,CAQQGTBUAWCUHI-LREOWRDNSA-N,4
c1cc2c(s1)[C@H]1CC[C@@H](C2)N1,YUJYFEPWQILDCA-JGVFFNPUSA-N,4
C=C1CCC/C=C\C[C@H]2C(=C)C(=O)O[C@@H]2C1,VCVXYJUVGAPTLX-NMTKSXOJSA-N,4
C=C1CNc2cccc(=O)n21,LPWRXNMYFUCFJR-UHFFFAOYSA-N,4
O=c1[nH]c2c(c3ccccc13)COc1ccccc1-2,ZMXWINPEPSJXGP-UHFFFAOYSA-N,4
O=C1/C=C\CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCNC(=O)CNC(=O)CN1,DSMBXZFIKJHNGM-NHEDYWLLSA-N,4
O=C1CC[C@H]2c3ccccc3N3C(=O)CN1[C@@H]23,ABEFOKNSUVRNQJ-TVQRCGJNSA-N,4
c1conn1,WCPAKWJPBJAGKN-UHFFFAOYSA-N,4
c1ccc2c(c1)N[C@@H]1OCC[C@H]21,FXHKMZQULJFLCI-PSASIEDQSA-N,4
c1cc2c3c(cccc3c1)-c1c[n+]3c(cc1-2)[nH]c1ccccc13,WKASQVNETABHOC-UHFFFAOYSA-O,4
C1=NSC2=NCC=NN12,CKAAMHTWOWRUEX-UHFFFAOYSA-N,4
O=C1Cc2cccc(c2)Oc2ccc(cc2)CC2NC(=O)C(N1)c1cccc(c1)-c1ccccc1CNC2=O,BWLJEVIRSUFCRS-UHFFFAOYSA-N,4
O=C1NC=N[C@@]12c1ccccc1CC21CCc2ccccc2CC1,FWAIXWCNSSXFFX-NRFANRHFSA-N,4
c1ccc2c(c1)nc1n2CCCS1,PKEIUWCFINHFOC-UHFFFAOYSA-N,4
C1=C2CC[C@@H]2[C@H]2CCC[C@H]2C1,JWBOLYPWUYMZDJ-LSJOCFKGSA-N,4
C1N[C@H]2C[C@@H]1C2,HAHYXYKFMHJMIE-SYDPRGILSA-N,4
C1CC2CNCC2CN1,JMWPSCUIQIMVQH-UHFFFAOYSA-N,4
c1ccc2c(c1)ccc1c3cnc4ccccc4c3[nH]c21,CSQFMTPSDFMSGT-UHFFFAOYSA-N,4
N=C1NCC[SH2]N1,VIMXILMYGHCMQD-UHFFFAOYSA-N,4
C1CC2=C(CN1)C1CCC2CC1,ZRMMNEUWLJUQMF-UHFFFAOYSA-N,4
c1ccc2c(c1)C[C@@H]1OCc3ccccc3[C@H]1O2,NCLVWCMCQYDUMV-JKSUJKDBSA-N,4
C1#CCSCC#CC/C=C\1,DJDAJASANSUJKL-UPHRSURJSA-N,4
C1CCC2C(C1)N=C1SCCN12,FKEAAOHZTRVGEJ-UHFFFAOYSA-N,4
c1ccc2c(c1)CC1NCCC3C4CCC2C13CC4,IPLRTCZSVOPDSH-UHFFFAOYSA-N,4
O=C1c2ccccc2[C@H]2CCCN12,HJQARCYPOOALKX-SNVBAGLBSA-N,4
O=C1OCC[C@]12CCN[C@@]21C(=O)Nc2ccccc21,ASHQIISCIFKLBH-KGLIPLIRSA-N,4
C1=[NH+]CCc2cc3c(cc21)OCO3,KXWLFPPSOCSXPZ-UHFFFAOYSA-O,4
O=C1C=CC2=C[C@@H]3[C@H]4CCCC[C@@H]4CC[C@@H]3OC2=C1,XHBLHTZPEAWSED-CAPXZKIUSA-N,4
O=C1CS(=O)(=O)c2sccc2N1,HOYRWCOQIANELN-UHFFFAOYSA-N,4
O=C1c2ccccc2[C@@H]2CCCN12,HJQARCYPOOALKX-JTQLQIEISA-N,4
C=C1C[C@]23C[C@H]1CC[C@H]2[C@]12CO[C@@H]4OC[C@H](CC[C@@H]1OC3=O)[C@@H]42,UEPMMOYWRJDAAD-MSKCQSBLSA-N,4
O=C1CNCCSCC(=O)NCCCCNC(=O)CSCCNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN1,HZBXSAACBILJIB-IBGZPJMESA-N,4
c1cc2c3c(csc3c1)CCC2,GISMWUYZSNZACY-UHFFFAOYSA-N,4
O=C1CCC(=O)N[C@]2(CCc3ccccc3C2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCCCCCN1,OYPZPMYBGFDJGG-SANMLTNESA-N,4
C1=c2cc3c(cc2[Se]c2cc4c(cc21)CCCN4)=[NH+]CCC3,ROHNEXASUCITJN-UHFFFAOYSA-O,4
C1=c2cc3c(cc2[Se]c2c1cc1c4c2CCCN4CCC1)=[NH+]CCC3,DVJQFJFTDOVANZ-UHFFFAOYSA-O,4
C1CC2OCC2O1,YMWUDWMBCVQPMD-UHFFFAOYSA-N,4
c1nncc2c1cnc1[nH]ncc12,VKZXRTOYSWKXBM-UHFFFAOYSA-N,4
O=C1Nc2ccccc2C12C1CCCN1C1(C(=O)Nc3ccccc31)C1CCCN12,MOIOYUABCCJQGW-UHFFFAOYSA-N,4
O=C1CCCNC(=O)CNC(=O)CCc2cn(nn2)CCCCCN1,VDCIWXSVSDOFRS-UHFFFAOYSA-N,4
O=C1CCCNC(=O)CNC(=O)CCc2cn(nn2)CCCCN1,NOSSUQCKPZEAKY-UHFFFAOYSA-N,4
O=C1COC2=NC=CCN12,PEFKCVMJBOEKPH-UHFFFAOYSA-N,4
O=C1CCCCCCC(=O)NCC(=O)NCC(=O)NCCCCCN1,BHKFWLRBRHEXRV-UHFFFAOYSA-N,4
O=C1NC(=O)c2c1c1ccccc1c1c2[nH]c2ccccc21,YLJISJRGHIGLNT-UHFFFAOYSA-N,4
c1cc2c3c(c1)CCNC[C@H]3CCC2,LLKLRSMCOMXZBR-GFCCVEGCSA-N,4
O=C1CCNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]2Cn3c[nH+]c(c3)C[C@H](NC(=O)CCCCN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCCC(=O)NCC(=O)N2,NKTBGOUMNVZZNX-FCHUYYIVSA-O,4
C=C1CO[C@@H]2C[C@@H]3O[C@@H]4C[C@@H]5O[C@@H]6C[C@@H]7O[C@@H]8C[C@@H]9O[C@@H]%10C[C@@H]%11OCCC[C@H]%11O[C@H]%10C[C@H]9O[C@H]8CC[C@H]7O[C@H]6CCC[C@H]5O[C@H]4C[C@H]3O[C@H]2C1,SGBBLBYENIASIS-SVEFPFTRSA-N,4
C1=C2CCCC3=Cc4ccccc4OC23Oc2ccccc21,LYEJVCFCUNTVTO-UHFFFAOYSA-N,4
O=C1C=CC(=O)C2=C1C=C[C@H]1[C@@H]3CCC[C@]21COC3=O,OSJGXHUJEODZCP-KJRLAJNESA-N,4
C1=C[C@]2(CCCCO2)O[C@]2(C1)CCCO2,KDSJRWDYGDEURS-NWDGAFQWSA-N,4
C1CN2CC[Se]C2=N1,MJXLJMUKTWRQPO-UHFFFAOYSA-N,4
O=C1C=CC2C=C3C(=O)c4ccccc4CC3CC2C1,NICLUPBGPBTTRL-UHFFFAOYSA-N,4
O=C1NCC2CCCCN12,QIWVINXQBDDSBJ-UHFFFAOYSA-N,4
c1cc2c(c3c1CCNC3)OCO2,HQVFWMFRDZKLPB-UHFFFAOYSA-N,4
C1CCC2(COC2)OC1,FBZZTKLKLSIYDQ-UHFFFAOYSA-N,4
C1CC12CC2,OGNAOIGAPPSUMG-UHFFFAOYSA-N,4
O=S1(=O)Nc2cccc3cccc(c23)N1,OKJFOLZKZHSIND-UHFFFAOYSA-N,4
O=C1N2CCCS[C@@H]2C[C@]12CCCN2,BCYPDCDSGIPJER-PSASIEDQSA-N,4
C1CCO[C@@]2(CC1)C[C@@H]1CC[C@@H]3C[C@]4(CCCCO4)NC(=[N+]31)N2,XIVWDMDBKIBIIE-CIRFHOKZSA-O,4
c1cc2c3c(c1)CCNC[C@@H]3CCC2,LLKLRSMCOMXZBR-LBPRGKRZSA-N,4
O=C1CCCC(=O)N2CC[C@@H]1c1cc3c(cc1C2)OCO3,ZSUWKYKLNFOKJY-LLVKDONJSA-N,4
O=C1C/C=C\CCCOC(=O)CCO1,ITJKREHZGVHMMS-IWQZZHSRSA-N,4
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[se]5)C=C4)[se]3,YSTDAAPRNWCDCN-UHFFFAOYSA-N,4
c1ccc2c(c1)[nH]c1c2nc2ccccn21,PFKQNBQQGPVKNR-UHFFFAOYSA-N,4
O=c1ccc2cc3c(cc2[nH]1)NCC=C3,BCQLKIMIOUISED-UHFFFAOYSA-N,4
C1=C[C@H]2CC[C@H]3[C@@H](CCC45CC4CC[C@H]35)[C@@H]2C1,AIYAEGDJVZHFGM-IOLKOPEASA-N,4
C=C1C=CCNC1,LMWSLLMANWNCQK-UHFFFAOYSA-N,4
C1=NCSCC1,NXNZBSJCMSODTO-UHFFFAOYSA-N,4
C1CC2OCC1OO2,FPEXZUSKGJEHCF-UHFFFAOYSA-N,4
O=C1c2nc[nH]c2C(=O)c2nc[nH]c21,PNBDXKUYTMQOMX-UHFFFAOYSA-N,4
O=c1cc[nH]c2c3c(ccc12)N1CCC[C@H]1CCC3,YILQLCZZJSTTQX-LLVKDONJSA-N,4
O=C1CCCNC(=O)CNC(=O)CCc2cn(nn2)CCN1,VPTUZZAXZMYNAO-UHFFFAOYSA-N,4
C1C[C@H]2O[C@H]2[C@H]2O[C@@H]12,APXNRLPBXNJAGG-FBXFSONDSA-N,4
O=C1C=CC(=O)C2=C1C=C1CCCC[C@@H]12,YFQKRQIYWQTRBP-VIFPVBQESA-N,4
N=C1/C(=C2\Nc3ccccc3C2=N)Nc2ccccc21,KIERQQUWEXAETB-XUOUTRKSSA-N,4
C1=C2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@@H]3[C@H]2CC1,LCPUNEOSNUVTRV-RNIXEAAFSA-N,4
O=C1CCCC(=O)C1=C1NCCc2ccccc21,XLYRQNWKSDTGHK-UHFFFAOYSA-N,4
O=c1c2ccsc2nc2scnn12,GGNLYXZICCHAEO-UHFFFAOYSA-N,4
c1cc2c(nn1)[nH]c1ncncc12,DDZIKNPBRVJFFH-UHFFFAOYSA-N,4
S=c1ccs[nH]1,NNXMKFQFURUZQB-UHFFFAOYSA-N,4
O=C1NCCCCCCCCCCCCO1,UIOMNIZRDOFTQQ-UHFFFAOYSA-N,4
O=C1CC2c3ccccc3NC2N1,LQLOEYGFXFPCOQ-UHFFFAOYSA-N,4
O=C1CCCC2=C1C1(C=COc3ccccc31)C(=O)N2,SVEZSBPAMGPBLC-UHFFFAOYSA-N,4
O=c1ccc2cccc3ccn1c23,LDDPHVYIALRFNH-UHFFFAOYSA-N,4
C=C1C(=O)[C@@H]2CCCC(=O)N2C1=O,XXYPSHMKVLVOTI-LURJTMIESA-N,4
C=C1CCC(=O)C[C@@H]2O[C@H]2CC(=O)[C@H]2CCC[C@@H]2C1,DYVBJNBQYNOJQX-XTBFLFJDSA-N,4
S=c1ncn2ncsc2n1,XIGUEVAMGZECEV-UHFFFAOYSA-N,4
O=C1CCC2OCCN12,FGQMUZRXCXGQDA-UHFFFAOYSA-N,4
O=C1C[C@@H]2COC[C@@]23CCC[C@H]2CO[C@@H]1[C@@H]23,BOSAQNOBFOKVOS-VXJWHYQWSA-N,4
c1ccc2c(c1)CN1CCNC1=N2,DLLZYXWYSUGNDI-UHFFFAOYSA-N,4
O=C1c2ccccc2O[C@@H]2CCCC[C@@H]12,LDHODWRZZBYIIJ-ZYHUDNBSSA-N,4
c1ccc2c(c1)C[NH2+]C1(CCNCC1)O2,XHBDFFXWQYCADD-UHFFFAOYSA-O,4
O=C1CCCCc2sccc2N1,IIHIKGGLTXNOAN-UHFFFAOYSA-N,4
c1ccc2c(c1)CNC1(CCNCC1)O2,XHBDFFXWQYCADD-UHFFFAOYSA-N,4
c1ccc2c(c1)C[NH2+]CO2,WTAVYBAEMMFITK-UHFFFAOYSA-O,4
O=C1C=CC2(CC[C@@H]3[C@H]4CCC5=C(CC[C@H]6CCCC[C@H]56)[C@@H]4C[C@H]3O2)O1,JREOEXSWVZAWJL-WUCHDNJDSA-N,4
O=C1N/C=C/c2ccccc2C(=O)c2ccccc21,XSKQSNWWZJLGKW-MDZDMXLPSA-N,4
C1=Nc2ccccc2Cn2cccc21,PKAYIRZWXVXVLM-UHFFFAOYSA-N,4
O=C1C=C2C3=C4[C@@H](C[C@H]2O1)[C@@H]1C[C@@H]1[C@H]4C[C@H]1[C@H]2[C@@H]4C[C@@H]4[C@H]4COC(=O)/C=C/COC(=O)CCC(=O)OCC5=C(C[C@@H]42)[C@@]31OC5=O,DUQLMQWRPPQUDF-OKOQENMRSA-N,4
c1nc2c([nH]1)CCc1[nH+]onc1-2,IMSCEFDXOPGWAX-UHFFFAOYSA-O,4
c1c2c(cc3c1OCO3)[C@@H]1CCCCN1CC2,NHRMJMRJLZUVJP-LBPRGKRZSA-N,4
O=C1CNC(=O)CNC(=O)[C@H]2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]2CCCN2C(=O)CNC(=O)CN1,UDLJHRSWMDWGHH-HZPDHXFCSA-N,4
O=S1(=O)Nc2ccccc2-c2cscc21,UVHMKGQFHNGRSO-UHFFFAOYSA-N,4
O=C1C=CC2OC3C(=O)C[C@H]([C@H]2C1)C31CO1,RKOMVRHJXFKNDO-RLJUULFSSA-N,4
O=c1nc2n(c(=O)[nH]1)CCCC2,KGVBPPLPMFZZSZ-UHFFFAOYSA-N,4
O=C1NC(=S)S/C1=C1/NC=CS1,OCKGDYFSBHHINB-HYXAFXHYSA-N,4
O=C1/C=C\C=C\CC/C=C/C=C\CCCC/C=C/CCCCCCO1,BTJXFLSONAGLBN-TXOMHYLHSA-N,4
O=C1C=C[C@H]2C[C@H]3CC[C@]4(CCCO4)[C@@H]3CC/C=C/12,UXWQMOKCDYLANY-MJOYQBROSA-N,4
c1ncc2c(n1)CC1CCCC2N1,VQVWRQSKQZCTFD-UHFFFAOYSA-N,4
O=C1CCC2=C1CC=CO2,GAEDHKGJWMLISN-UHFFFAOYSA-N,4
C1O[C@@H]2CON[C@@H]1C2,LPBHORNHGXSFIZ-UHNVWZDZSA-N,4
c1ncc2sc3nc4c(cc3c2n1)CCCCCCC4,JKWPBXMIQDUMPG-UHFFFAOYSA-N,4
O=C1CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCCN2C(=O)CNC(=O)CNC(=O)CN1,PKYREOVSHNQHGP-NSHDSACASA-N,4
O=C1C=CCC2Oc3ccccc3C12,GCNOQVIQFGKGQD-UHFFFAOYSA-N,4
O=c1cc[nH]c2c3c(ccc12)N1CCC[C@H]1CC=C3,XDBVNCACIQLXPE-LLVKDONJSA-N,4
c1cc2nc3c(cn2n1)SCC3,MSCVMVCLYHVWJP-UHFFFAOYSA-N,4
C=C1N=C2SC=CN2C1=O,IVDJFEVIOMMJJO-UHFFFAOYSA-N,4
c1ccc2c3c([nH]c2c1)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1CC3,JUPDIHMJFPDGMY-IYOUNJFTSA-N,4
O=C1NC(=O)[C@@H]2NCC[C@H]12,PUOUTQGZJYAODK-IUYQGCFVSA-N,4
N=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1,MWAMGTOITZRWMI-UHFFFAOYSA-N,4
O=C1CCSSCCNC(=O)CNC(=O)CNS(=O)(=O)NNC(=O)CN1,ZMGJECVYYLNGGO-UHFFFAOYSA-N,4
O=c1[nH]c2cc3c(cc2c2ccccc12)CCCC3,CAMBYKMQWOCEMV-UHFFFAOYSA-N,4
C1C[C@@H]2C(CCC3O[C@@H]32)[C@]2(C1)CCOC2,KDEQYVIONHMGOU-PZVBLHEMSA-N,4
c1ccc2c3c([nH]c2c1)CN1C[C@@H]2CCCN2C[C@H]1C3,GMCNLMKMMRZRTL-QWHCGFSZSA-N,4
O=C1CCC(=O)N[C@H]2CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)CNC2=O)C(=O)N2CCC[C@H]2C(=O)NCCN1,BRDXVYNXFYHIAO-BZSNNMDCSA-N,4
O=C1CCSCCSCCNC(=O)C2(Cc3ccccc3C2)N1,KYDSJVLNWYXNND-UHFFFAOYSA-N,4
C1=NCC2N=CNN12,ZWJFDCIMEXNKAK-UHFFFAOYSA-N,4
O=C1C=C2[C@H]3CC=CC[C@@H]3CC[C@H]2[C@@H]2CC[C@H]3CCCC[C@H]3[C@@H]12,UVVWIFXWWOFAOK-XZSJDLTRSA-N,4
C1=C2Cc3cnc4ncnn4c3N=C2CCC1,UINMLTRQXFSFJH-UHFFFAOYSA-N,4
O=C1CCCc2[nH]ccc(=O)c21,RCYRGXOFTDOXQZ-UHFFFAOYSA-N,4
O=c1[nH]c(=O)n2c3c(cccc13)CCC2,CADPOXHILVFCIX-UHFFFAOYSA-N,4
O=C1NCC12c1ccccc1Oc1ccccc12,GZYGVOKKRIILTI-UHFFFAOYSA-N,4
C=C1CC[C@H]2C[C@H]2c2ccc3c(c21)C(=O)CC3,JIDRWOGKVZVLBH-WCQYABFASA-N,4
O=C1C[C@@H]2CCCC[C@@H]2[C@H]2CC[C@@H]3CCC[C@H]3[C@H]12,AFPYSOVKDMFZCM-YDVRFCCISA-N,4
c1ncc2nncn2n1,RRGMHZXXSMSSKB-UHFFFAOYSA-N,4
O=C1CC[C@H]2SC=CN12,TUHAEORAMCEUDY-ZCFIWIBFSA-N,4
O=C1C=NNC(=O)C1,YXKFWFPIHMMZAG-UHFFFAOYSA-N,4
C1=C[C@@H]2Oc3ccccc3[C@@H]2CC1,TUPAWFABQWXAEO-JQWIXIFHSA-N,4
O=C1NCN2C(=O)NCN12,XJPFSUPMVKUYLW-UHFFFAOYSA-N,4
C1NCC2C[Se]CC1C2,OKDFKQXVYXSGMP-UHFFFAOYSA-N,4
C1=Cc2ccccc2OC=N1,PTRLPSGOSUMTGV-UHFFFAOYSA-N,4
C1=CC2=NC1=Cc1ccc3n1[PH2+]n1/c(cc/c1=C/C1=N/C(=C\3)C=C1)=C\2,USNWFEUVIGXNJX-GHLSXHQYSA-O,4
O=C1C=C[C@H]2[C@H]3CC[C@H]4CC4[C@@H]3C=CC[C@H]12,AAAXREMLGAJLCH-YKNOYZJCSA-N,4
c1cnc2c(c1)ccc1nc3ccccc3nc12,PBCKOFSNLSACRQ-UHFFFAOYSA-N,4
O=C1C=C2C=COC[C@@H]2C2=C1[C@@H]1CCC(=O)[C@H]1CC2,ADHHRRPQXKSNPN-LOWVWBTDSA-N,4
O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC[C@@H]2C=CC[C@@H]32)CN1,JIVDRZMBOPVAGS-KXKVQDCLSA-N,4
c1ccc2[nH+]c3c([nH+]c2c1)COC3,JBPRDVOGSJSKFT-UHFFFAOYSA-P,4
c1ccc2c(c1)CO[C@@]1(CCCCO1)C2,UBCPZCSCMVQXMU-ZDUSSCGKSA-N,4
c1ccc2c(c1)nc1n2CNCOC1,JSGAILITRUHNCB-UHFFFAOYSA-N,4
O=C1c2cccnc2C2SCCN12,CFACUBCUKJGJNB-UHFFFAOYSA-N,4
O=C1CC[C@@H]2[C@H]3Cc4ccccc4[C@@]2(CCN3)C1,XUSCOHKHRDQKCI-BZUAXINKSA-N,4
O=C1c2ccccc2C[C@@H]2CCOC[C@@H]12,RPZCMWAEONGBGZ-CMPLNLGQSA-N,4
C1=C2[C@H]3Cc4ccccc4[C@@]2(CCC1)CCN3,ADQWCKUAAABMSF-HZPDHXFCSA-N,4
O=c1oc2ccccc2c2nc3c(cc12)CCC3,PWZUCZLKBNJKBG-UHFFFAOYSA-N,4
O=c1[nH]c(=O)c2conc2[nH]1,FQGADRODESNJMV-UHFFFAOYSA-N,4
C1=C2CCCC[C@@H]2C2CC[C@@H]3CCCC3[C@@H]2C1,CBKAHYBYIWZZPP-UCMFOZJVSA-N,4
C1=C2CCCCC2CCC1,POPHMOPNVVKGRW-UHFFFAOYSA-N,4
O=c1oc2ccccc2c2nc3c(cc12)CCc1ccccc1-3,PXMCHHMBWGJNFW-UHFFFAOYSA-N,4
C1=CC2=COC[C@@H]2CC1,KFISRXJAXAATRJ-QMMMGPOBSA-N,4
O=C1C=C2COC[C@@H]2CC1,CHIVXWQCQWDQHO-LURJTMIESA-N,4
c1n[nH]c2c1C[C@H]1C(CC[C@H]3C4CCC[C@H]4CCC13)N2,ZWXLZAUMFNDBOJ-IRUXKDEMSA-N,4
B1C=Cc2ccccc2O1,ILGMTCNKYFMEFV-UHFFFAOYSA-N,4
c1ccc2c(c1)CCN1C[C@@H]3CCCN[C@H]3C[C@@H]21,OAJDIBCWHJQMKZ-BPUTZDHNSA-N,4
O=C1CCCC[C@@H]2NCC[C@@H]12,ZQYCYNIXSOSURO-SFYZADRCSA-N,4
O=C1/C=C/CCOC(=O)COC(=O)CNC(=O)CN1,FOHQSMUCEIOUGN-HNQUOIGGSA-N,4
O=C1C[PH](=O)CCN1,JWPQRUKTYBEASR-UHFFFAOYSA-N,4
O=C1CC2OC1C1NN=NC21,GUSPGNAIICHEPU-UHFFFAOYSA-N,4
c1cnc2c(c1)ccn1c3ccccc3cc21,VVGIUDWGICPXBV-UHFFFAOYSA-N,4
c1ccc2nc3ccc4nc5ccccc5cc4c3cc2c1,UNCAYXRSJSUBAI-UHFFFAOYSA-N,4
C1=NNC1,ACIISZJDUXPPJA-UHFFFAOYSA-N,4
c1ccc2c(c1)CN1CCCCC1=N2,PZRHMLTUOQZGFU-UHFFFAOYSA-N,4
C1=C2[C@@H](CC1)CC[C@@H]1[C@H]3CCCC[C@H]3CC[C@@H]21,NHKACSZVTXILCH-WAXYHTEFSA-N,4
O=C1C=C2CCC3C(=C2CC1)C=C[C@@H]1CCCC31,PSASRUXPTZXSPT-WJFWJRBTSA-N,4
O=C1C[C@@H]2[SH+]CCN12,WSHJJCPTKWSMRR-YFKPBYRVSA-O,4
C1CCC2NNCC2C1,LVJPACZOEKXFAY-UHFFFAOYSA-N,4
c1ccc2c(c1)CC1NC2Cc2cc3c(cc21)OCO3,RSCPREVIYGEBAN-UHFFFAOYSA-N,4
C1=CN2Cc3ccccc3CN=C2S1,HTBKVSYHHQUYAM-UHFFFAOYSA-N,4
O=C1CNC(=O)CNC(=O)c2ccccc2NC(=O)CN1,KKHQVGJTQOLDMW-UHFFFAOYSA-N,4
O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC[C@@H]2C=CC[C@@H]32)CO1,WUUQXNCMBMZLSI-KXKVQDCLSA-N,4
O=C1Nc2ccccc2[C@@]12CCN1c3ccccc3C=C[C@@H]12,YSJBCIBVSSXTII-IEBWSBKVSA-N,4
O=c1[nH]nnc2c1sc1nc3c(cc12)CCC3,ISJJNDHMMNHROV-UHFFFAOYSA-N,4
O=C1O[C@H]2CC=C[C@@H]12,KEMMJHIGLUQLJJ-UHNVWZDZSA-N,4
C1#CCCCCC#C/C=C\1,VYQSWAIOEVYAGK-UPHRSURJSA-N,4
C1CO[C@@H]2CCOC[C@@H]2C1,JKRCBBSHLHUNAZ-JGVFFNPUSA-N,4
O=c1ccccc2cn[nH]c12,YOFRFBQVHPBBML-UHFFFAOYSA-N,4
S=c1[nH]nc2n1C=NC1NC=CC21,KVURQHULQFSSPO-UHFFFAOYSA-N,4
C1=C2[C@@H]3CCCC[C@H]3CC[C@]23CC[C@H](C1)C3,FKFSBXVBSBFMPE-AYDFFVQHSA-N,4
C1CC2(CCN1)CC[C@@H]1COCCN12,HXYNTOQNXAAYCC-SNVBAGLBSA-N,4
c1ncc2ccc3ncsc3c2n1,LEPPLZJSQSLEHV-UHFFFAOYSA-N,4
C1=Cc2cc3ccccc3cc2OC1,WHFSBRHJIWVCDM-UHFFFAOYSA-N,4
C1=Cc2[nH]cnc2CN1,ZWZGHKBKVRWDLP-UHFFFAOYSA-N,4
O=C1OC[C@@H]2C3=C(C(=O)c4occ1c42)[C@@H]1CCC[C@H]1CC3,ZTLIKWKAKJSWGL-IQJOONFLSA-N,4
O=C1N=CN=C2NC=CC12,NTGPMACJKRERPV-UHFFFAOYSA-N,4
