SMILES,InChI,Count
O=C1CNC(=O)c2ccncc2N1,IVKCIVBPAYBSSL-UHFFFAOYSA-N,1
O=C1CCSCc2cc3cc(c2)CSC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCCSC3,MSKNEULVDPDPTN-SVBPBHIXSA-N,1
O=C1CCSCc2cc3cc(c2)CSC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCSC3,JYQGDMXPIAFIHC-DEOSSOPVSA-N,1
c1cn2ccc3c(c2n1)CCO3,PVEUZACHIUHFPJ-UHFFFAOYSA-N,1
C=C1c2c(nc[nH]c2=O)OC12CCCCC2,FCDOKDJTXIWNMU-UHFFFAOYSA-N,1
O=c1[nH]cnc2c1C1=CCCCC1O2,BOXIQFYGLAPIFU-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)[C@H]2CCC[C@@H](CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]3CCCN3C(=O)CNC(=O)CNC(=O)CN1)O2,KBOZJYYNGLGDAZ-PCCBWWKXSA-N,1
O=C1CCCCCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CCSSCCNC(=O)CNC(=O)CN1,GUHMEADBSIKZGZ-UHFFFAOYSA-N,1
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)N2,PRCXFDXWPCDJME-IRXDYDNUSA-N,1
O=C1CC2CC/C=C\CCCC[C@H]2O1,DKEIYVLEEJZSHO-MKKVFLBZSA-N,1
O=C1CNCCCc2[nH]c(=O)[nH]c(=O)c2CCCNC(=O)CNC(=O)CN1,GUHDWZWNSPMEIG-UHFFFAOYSA-N,1
O=C1C[C@H]2C=CC(=O)[C@@H]3[C@H]4C(=O)C=CC(=O)[C@@H]4C[C@@H](O1)[C@H]32,NJOSRYNMKXOCGK-YWBZBYSBSA-N,1
[BH2-]1NC=CC=[O+]1,SARYVNXCBSWZNV-UHFFFAOYSA-N,1
O=C1N[C@@H]2[C@H]3NC(=O)c4cccn4[C@H]3C[C@@H]2N1,ZELUAIJBARQOFH-ZITKLIBNSA-N,1
O=C1N[C@H]2[C@@H]3NC(=O)c4cccn4[C@@H]3C[C@H]2O1,NRIORDURFSZUFS-FNCVBFRFSA-N,1
O=C1CC2CCCc3ccccc3C2=CN1,KSZWLZAGOJMJPF-UHFFFAOYSA-N,1
O=C1C[C@@H]2CCc3ccccc3C2=NN1,OIKWDQCQKHLXLI-VIFPVBQESA-N,1
c1c2c(cc3c1OCO3)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,DEXCWVBNPJKCOQ-HNNXBMFYSA-N,1
O=c1cccc2[nH]cccc1-2,GVNQVWJYDXOLST-UHFFFAOYSA-N,1
O=C1O[C@H]2[C@@H]3C[C@H]4O[C@@H](CC3=O)[C@@]2(O4)c2ccccc21,FRWKBSRULCPYAS-WMCDLHDESA-N,1
O=C1CNCCOCCCCCNC(=O)CNC(=O)CN1,PPDVWLALJMESSW-UHFFFAOYSA-N,1
C=c1occc1=C1NC=NO1,APYKHRQRNBLIRU-UHFFFAOYSA-N,1
C=C1C(=O)NC(=O)C2=C1CCC2,YGAUMNZVJHRKOW-UHFFFAOYSA-N,1
O=c1ccc2cc3c(ccc4ccccc43)oc-2n1,LTUWSVWRRODBPH-UHFFFAOYSA-N,1
O=C1C=C2C[C@H]3O[C@@H]3CC[C@H]3O[C@@H]3C[C@H]2N1,VSEPVHRSADQBIQ-ISUQUUIWSA-N,1
O=C1CC[C@H]2CC[C@@]34C[C@]35CCCC[C@@H]5CC[C@H]4[C@@H]2C1,AJBQARRJEVQMII-NMKBTFGDSA-N,1
O=C1C/C=C/CCCCC(=O)C[C@@]23C(=O)O[C@@H](C1)[C@@H]2CC=C1CCC2=CCC[C@H](CCC/C=C/[C@@H]13)OC2=O,BQINCPANZMOHRS-CQKSIDDVSA-N,1
O=C1C=C2C=C[C@H]3C[C@]2(O1)[C@H]1CCCCN1O3,CTFXYMMZXWWOFY-DMDPSCGWSA-N,1
O=C1CCC[C@]23CC[C@H]4[C@@H](CC[C@@H]5CCCC[C@@H]54)[C@@H]2CCC13,NZPYXSKZPPSHSI-RVSMKRHQSA-N,1
O=C1C=CC[C@]23CC[C@H]4[C@@H](CC[C@H]5CCCC[C@@H]54)[C@@H]2CCC13,SILOYHQTQSSHMN-HMFUYFHSSA-N,1
[N-]=[N+]=C1C(=O)CC[C@@H]2[C@H]3CC[C@@H]4CCC[C@H]4[C@@H]3CC[C@@H]12,FTIUIULSBWGBHJ-PMKSJIGOSA-N,1
O=C1CNCC2(CCOCC2)N1,HPZRPHKDCOYQBU-UHFFFAOYSA-N,1
O=C1CC[C@@H]2C1CC[C@@H]1C3CCC(=O)[C@H]4OC34CC[C@@H]21,MBWGRCHBNPCBRV-QZSOTORGSA-N,1
O=C1CCC2CC[C@H]3[C@@H]4CC[C@@H]5CCCC[C@@H]5[C@H]4CC[C@]23C1,XCNUBJLVIOIUDX-FRILZXAWSA-N,1
O=C1C=C[C@]23CC[C@H]4[C@@H](CC[C@@H]5CCCC[C@@H]54)[C@@H]2CC[C@@H]3C1,XQBKUEYKLFGAHI-QJASUIAXSA-N,1
C1CNC2CCCNC2C1,RQPDLNSKAAOHTF-UHFFFAOYSA-N,1
C=C1CN2CC[C@]34C(=CC1C[C@H]23)Nc1ccccc14,UUIZZAZCDZOWMJ-XZNKJRRYSA-N,1
C=C1CC[C@H]2C(CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]32)C1,JOHGXTYWCYLRGH-KVLAUMGCSA-N,1
O=C1CC[C@H]2C(CC[C@H]3[C@@H]4CCC[C@H]4C(=O)C[C@@H]32)C1,LMJVPXGRPSIQMR-WZKIYESASA-N,1
O=c1c2ccccc2nc2nc3c(cn12)C[C@H]1[C@@H](CC[C@@H]2[C@@H]1CC[C@@H]1CCC[C@H]12)C3,CCSZOLJHCUDLLY-FLNPMPMESA-N,1
O=C1CCCC2=Nc3ncncc3CC12,PKXIHKDSAWICMM-UHFFFAOYSA-N,1
c1ccc2c(c1)COC21CCCNC1,KCAMDBNDUHBEBH-UHFFFAOYSA-N,1
O=C1CCC[C@]23CC[C@H]4[C@@H](CC[C@H]5CCCC[C@@H]54)[C@@H]2CCC13,NZPYXSKZPPSHSI-HMFUYFHSSA-N,1
C1O[C@H]2[C@@H]3OC[C@H]2N[C@H]13,FUQYLHVWIQEPRG-KVTDHHQDSA-N,1
O=C1NCC2COCCC12,DBCGEBINSPDCPB-UHFFFAOYSA-N,1
O=C1CC[C@]23CC[C@H]4[C@@H](CC[C@@H]5CCCC[C@@H]54)[C@@H]2CCC3C1,XJZSSABDKMRORW-ISBHZQKASA-N,1
O=C1CC[C@@]2(CC[C@H]3C(CC[C@H]4[C@@H]5CCC(=O)[C@H]5CC[C@@H]43)C2)O1,DXKTUIGAYKOKKW-ZFBNAWKUSA-N,1
c1ccc2nc3nc4c(cc3nc2c1)CCCC4,NKOFMMLYQWULKV-UHFFFAOYSA-N,1
O=C1CC[C@]2(CC[C@H]3C(CC[C@H]4[C@@H]5CCC(=O)[C@H]5CC[C@@H]43)C2)O1,DXKTUIGAYKOKKW-FSCZQWOVSA-N,1
O=C1CC[C@H]2[C@@H]3CCC4CC5(CCCO5)CC[C@@H]4[C@H]3CC[C@H]12,APQIDZKJPWDEOF-BDENHNNASA-N,1
O=C1CCC2[C@@H](CC[C@@H]3[C@@H]2CCC24C(=O)OCC2CC[C@@H]34)C1,RJDFNHCNSBASJO-FEKFEJHLSA-N,1
O=C1CC[C@]23CC[C@H]4[C@@H](CC[C@H]5CCCC[C@@H]54)[C@@H]2CCC3C1,XJZSSABDKMRORW-MGQIYNANSA-N,1
O=C1C[C@]2(CO1)[C@@H]1CC[C@]34CCC[C@H](CN3C1=C[C@]13CO[C@@H]5CC(=O)[C@H](CC(=O)[C@H]12)[C@H]3C5)O4,DZIBTRAMGUIXHS-PFUXXQLNSA-N,1
C1CC[C@@H]2[C@H](C1)CC[C@@H]1[C@@H]2CC[C@@H]2[C@H]1CC[C@]21CO1,CVKUFTHJZIMGOE-RJCFJXPSSA-N,1
O=C1C[C@H]2C[C@H](C/C=C/CCCCOC(=O)[C@@H]3O[C@H]3C2)O1,XAVJYZDFXAMLIS-GLBMHLJYSA-N,1
O=C1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@H]4[C@H]3CC[C@@H]12,SCGILXXYXVPRAK-SDSMMKDESA-N,1
O=C1CCSSC[C@@H]2NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]3CCCN3C(=O)CNC(=O)CNC(=O)[C@H](CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC2=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,VUPXULWTWXWZKD-ZDCRTTOTSA-N,1
c1nc2ncc3c(n2n1)CCC3,LTQVYKXOLVPCIN-UHFFFAOYSA-N,1
O=C1O[C@H]2C(=O)C=C3C=CO[C@H]4OC=C1[C@@H]2[C@@H]34,ITZYWIZVPXTVOR-SVDPJWKOSA-N,1
O=C1C[C@H]2[C@@H](C[C@@H]3C[C@]4(CCCCO4)C[C@@H]32)[C@@H]2CC[C@H]3CCCC[C@@H]3[C@@H]12,DTLBYNHMTMFXSC-XJIRYGFJSA-N,1
O=C1OCC2CC[C@H]3[C@@H]4CC[C@H]5CCCCC5[C@H]4CCC123,HBNRBJQXWULMNT-LFXLASFTSA-N,1
O=C1c2ccccc2-c2nc3ccncc3nc21,CCKQIFHALGXPRA-UHFFFAOYSA-N,1
O=C1CC[C@@H]2C1CC[C@@H]1C3CCCC[C@H]3CC[C@@H]21,SCGILXXYXVPRAK-PDTICSGHSA-N,1
O=c1c2ccccc2nc2[nH]ncn12,POUQPJHFAGJDQA-UHFFFAOYSA-N,1
O=C1CCC2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@]23C1,XCNUBJLVIOIUDX-UZHMGFENSA-N,1
O=C1CNC(=O)c2sccc2OCCCCCCOCCN1,SLANFXHRLGDGEV-UHFFFAOYSA-N,1
O=C1CCCC2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@]123,QUQPFMAZWLKZRW-QKMJJQEZSA-N,1
O=C1CCCC2CC[C@H]3[C@@H]4CC[C@@H]5CCCC[C@@H]5[C@H]4CC[C@]123,QUQPFMAZWLKZRW-MCJSNWDCSA-N,1
O=C1C=CC[C@]23CC[C@H]4[C@@H](CC[C@@H]5CCCC[C@@H]54)[C@@H]2CCC13,SILOYHQTQSSHMN-RVSMKRHQSA-N,1
O=C1Nc2ccccc2C12c1cn[nH]c1N=C1NN=NN12,LOIHPUMHVCKPLQ-UHFFFAOYSA-N,1
O=C1NC[C@]2(CC[C@H]3C(CC[C@H]4[C@@H]5CCC(=O)[C@H]5CC[C@@H]43)C2)O1,MBMSGLVGWWZXDY-GBPMOHSWSA-N,1
O=C1CC[C@@H]2C1CC[C@@H]1C3CCCC[C@@H]3CC[C@@H]21,SCGILXXYXVPRAK-SRMAFDNVSA-N,1
C1=NCCc2nccnc21,YLRWCTUPAVAIEQ-UHFFFAOYSA-N,1
O=C1CNC(=O)c2ccccc2OCCOCCOCCOCCN1,TWZUJWWRRCJTNU-UHFFFAOYSA-N,1
O=C1CC[C@@]2(CC[C@H]3C(CC[C@@H]4[C@@H]3CC[C@H]3[C@H]4CC[C@@]34CCC(=O)O4)C2)O1,DYKDBLMHEVOSIL-ONMJYJEVSA-N,1
O=C1C/C=C/CCC(=O)CCC/C=C/C=C/C=C/CCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OCC1,YKOOGWINAZIQKR-JYDNNSCPSA-N,1
O=c1occc2c1C=C1CCCC[C@H]1O2,AHAAZLJOEUICBI-SNVBAGLBSA-N,1
O=C1C=C2OCC[C@H]2[C@H]2Oc3ccccc3C[C@@H]12,DPVYBDVNEUZRNN-JRPNMDOOSA-N,1
O=C1O[C@@]2(C[C@H]3C=C[C@@H]2CC3)[C@]23CC[C@H](C=C12)OO3,CNTPAMPRCKLERX-MTLGCJRHSA-N,1
O=C1C=CC2CC[C@H]3[C@@H]4CC[C@@H]5CCCC[C@@H]5[C@H]4CC[C@]23C1,SWXWVRWGBTUUDE-FRILZXAWSA-N,1
O=C1CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@@H]2CCC(=O)[C@H]23)C1,MSLWSBLLNZLUMJ-UYANTOEMSA-N,1
O=C1CNC(=O)c2ccccc2OCCCCCCCCCN1,NVHIRKCOCZSGNS-UHFFFAOYSA-N,1
O=C1C=CC[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@]123,ZCOIATHFTMACDQ-BRUMFMMXSA-N,1
O=C1C=CC[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5CCCC[C@@H]5[C@H]4CC[C@]123,ZCOIATHFTMACDQ-FDEDHMTNSA-N,1
O=C1C=C[C@]23CC[C@H]4[C@@H](CC[C@H]5CCCC[C@@H]54)[C@@H]2CC[C@@H]3C1,XQBKUEYKLFGAHI-CYBLEZSYSA-N,1
O=C1C=CC2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@]23C1,SWXWVRWGBTUUDE-UZHMGFENSA-N,1
O=C1CC[C@@H]2C1CC[C@@H]1C3CCC(=O)[C@@H]4OC34CC[C@@H]21,MBWGRCHBNPCBRV-UXNBJHHQSA-N,1
O=C1CCC2[C@H]3CCC4CCC[C@H]4[C@@H]3CC[C@@]23OC13,OIEURRIXGNCAJT-ZRGRVGRMSA-N,1
C=C1CC2(CCC3[C@@H](CC[C@H]4[C@@H]5CCC(=O)C5CC[C@H]34)C2)OC1=O,MZZACMSFFZVXFY-AFBLZOQISA-N,1
O=C1CC[C@H]2[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@H]23)C1,VQTTVWLQGRAPPB-DRSHBJSCSA-N,1
O=C1CCC[C@@]23O[C@@H]2C[C@H]2[C@@H]4CCCC4CC[C@@H]2C13,FOLUNZMDDGHGHW-ZAPNNKKASA-N,1
c1cc2n(n1)CCCCN2,SFFJRECNGUGBGW-UHFFFAOYSA-N,1
O=C1N[C@H]2CCCN(Cc3c1[nH]c1ccccc31)C2,YNEOMPUIOGUFLE-JTQLQIEISA-N,1
O=C1CCCCC=C/C=C/CCOC(=O)C2CCCN(N2)C(=O)CNC(=O)CN1,NWAZQDHLAIKPSP-WEUHCAGZSA-N,1
O=C1CNC(=O)CN2C(=O)c3ccccc3[C@@H]2CNC(=O)[C@H]2CCCN2C(=O)CNC(=O)[C@H]2CCCN2C(=O)CN1,OFIYDJWBSUAJGL-AQNXPRMDSA-N,1
S=c1cc2c(c[nH]1)C1CCC3C4CCCCC4=CCC3C1C2,ZZNGEMVSMVRWES-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)c2ccc(cc2)CSCCCN1,WKLXOAPTAFFJKK-UHFFFAOYSA-N,1
O=C1N[C@@H]2C[C@H]2CCCCOCCCC(=O)N2CCC[C@@H]12,HJAXUNCHIQBMDI-MCIONIFRSA-N,1
O=C1N[C@@H]2C[C@H]2/C=C\COCCCCC(=O)N2CCC[C@@H]12,HBZFMCCRBYSZQF-GMJRGKAPSA-N,1
O=C1N[C@@H]2C[C@H]2/C=C\CCOCCCC(=O)N2CCC[C@@H]12,KJXRVWUEKLALKZ-OUTXUXRUSA-N,1
O=C1NC2(CCCCC2)C(=O)Nc2ccccc21,RJHIKRCZAYTASA-UHFFFAOYSA-N,1
O=C1N[C@@H]2C[C@H]2CCCCCCCC(=O)N2CCC[C@@H]12,PDDBPYQLVWYOQR-MCIONIFRSA-N,1
C=C1CN2C(=O)CC2O1,RFLJWRKVLXOZNS-UHFFFAOYSA-N,1
O=C1N[C@@H]2C[C@H]2CCCOCCCCC(=O)N2CCC[C@@H]12,NHZUFYGGQSFGAX-MCIONIFRSA-N,1
c1ccc2c(c1)N=C1[C@H]2CCN2CCCC[C@@H]12,MHZXPTLDJNAWST-JSGCOSHPSA-N,1
O=C1C=C2CC[C@H]3CCC=C[C@@H]3[C@H]2O1,RFJQLAALOAWMOY-QRTLGDNMSA-N,1
C1=C2CCC[C@H]2[C@@H]2CC[C@H]3CCCCC[C@@H]3[C@H]2C1,BFABRIANWHPDRN-DEORAPPZSA-N,1
O=c1ccoc2ccc3c(c12)OCCCCO3,RIIHXNDBCIRCLX-UHFFFAOYSA-N,1
O=c1ccoc2ccc3c(c12)OCCCO3,AYYUAAAXHJBTPM-UHFFFAOYSA-N,1
c1ccc2c(c1)ccc1c3ccccc3sc21,YEUHHUCOSQOCIX-UHFFFAOYSA-N,1
O=C1C=C[C@@]23C[C@H]4CC[C@H]5Oc6ccccc6C[C@H]5CC/C=C/C[C@@H]4O[C@@]2(CC(=O)O3)O1,GYMLGLPZSXTVPL-DYRHWFKMSA-N,1
O=C1CCS(=O)(=O)CC1,XFMQGQAAHOGFQS-UHFFFAOYSA-N,1
O=C1N[C@@H]2C[C@H]2CCCCCOCCC(=O)N2CCC[C@@H]12,HPUZPKFIENQTLZ-MCIONIFRSA-N,1
B1C=CCO1,ZEFWOIBLDKFQMD-UHFFFAOYSA-N,1
O=C1c2ccccc2O[C@H]2Oc3ccc4c(c3[C@H]12)OCCC4,KYYMQGIQTFDNKW-QAPCUYQASA-N,1
O=C1c2ccccc2C(=O)c2c1ccc1nc3n(c21)CCS3,RUZUZCYXFBBWIH-UHFFFAOYSA-N,1
O=C1C[C@]23CC[C@H](CC=C2C=C2CCC[C@H]12)C3,ACEMTRMINXXPCI-HZUKXOBISA-N,1
O=C1CCNc2cnccc2N1,UYIOCMHUUSPSCO-UHFFFAOYSA-N,1
O=C1NCCc2nc3ccccc3cc21,ICMKSANYFMPUMR-UHFFFAOYSA-N,1
O=C1C=CC(=O)C2=C1OC13C(=CC4CC1COC3C4=O)C2=O,LDAIKXXUKNDKDB-UHFFFAOYSA-N,1
O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2C[C@H]2OCCCCC[C@H]4CC[C@@H]3[C@@H]42)C1,LEVMVICNZBUAIJ-RLAQNYARSA-N,1
C=C1Nc2ccc3c(c2S1)CCCC3,WYAJTHCSMIKBBA-UHFFFAOYSA-N,1
O=C1CCCC[C@@H]2CC[C@@]3(CC[C@@H](CO1)O3)O2,WCDQCMUZCHEJCN-NTZNESFSSA-N,1
O=c1ccoc(=O)c2ccccc12,OVUXSZLMVFPYEW-UHFFFAOYSA-N,1
O=C1C=C[C@H]2CC3=CC(=O)OC3=CC2=C1,WTJKMPIZPNEYEO-ZETCQYMHSA-N,1
c1nc2cc3ccsc3cc2[nH]1,MRAQQLHWDGZMIY-UHFFFAOYSA-N,1
O=C1C[C@]2(CO1)[C@@H]1CC[C@]34CCC[C@H](CN3C1=C[C@]13CO[C@@H]5CC(=O)[C@H](CC(=O)[C@@H]12)[C@H]3C5)O4,DZIBTRAMGUIXHS-GRHHUPAWSA-N,1
C=C1C[C@@H]2C[C@H]3C[C@H]3[C@H]2OC1=O,AIZWPHWACASPIU-KDXUFGMBSA-N,1
O=C1C[C@@H]2CC/C=C/CC/C=C\CCC[C@H](C2)O1,KAWLCEVAMMWUED-IXMYLEMSSA-N,1
O=C1CC[PH](=O)CC1,LVQVCOUBBYJCNN-UHFFFAOYSA-N,1
c1ccc2c(c1)OC[C@H]1c3cc4ccoc4cc3O[C@@H]21,QWIIANMZHORNSH-GUYCJALGSA-N,1
O=C1/C=C/[C@H]2OC(=O)C[C@@H]2CC/C=C\C1,MTBSKWBNNTWRHJ-MQDIOFLASA-N,1
O=C1NCC[C@H]2CCCN12,FYPGLGULKXSBIE-ZCFIWIBFSA-N,1
C=C1C(=O)O[C@@H]2C[C@H]3C=CC(=O)C=C3C[C@H]12,JUZFPZBTWGVBJR-GGZOMVNGSA-N,1
O=C1NCCCC/C=C\[C@@H]2C[C@H]2NC(=O)C2CCC=C12,OKKPGBHDGYTLTJ-OFDBRYLESA-N,1
O=C1NCCOC/C=C\[C@@H]2C[C@H]2NC(=O)[C@@H]2CCC[C@@H]12,MKIDFEQXOCKKOJ-RXBYEAJZSA-N,1
O=C1C=C2CCCCC=C2O1,LIPMVIDEXKIKBQ-UHFFFAOYSA-N,1
O=C1C=C2CCC=C2O1,CXKPTSNRJNEPJC-UHFFFAOYSA-N,1
c1ccc2c(c1)C[C@@H]1c3ccccc3[C@H]2[C@@H]2CCCCN12,QUGYPNRAYABXBP-ZCNNSNEGSA-N,1
C1=Cc2cc3ccc(cc4nc(cc5[nH]c(cc1n2)C1CNCC51)C1CNCC41)[nH]3,AHPRSRYYSREPJW-UHFFFAOYSA-N,1
C=C1CC[C@H]2C[C@H]2[C@@H]2CCC[C@H]12,SBIGJKUNYWOUCI-IRCOFANPSA-N,1
O=C1Cn2c(cc(=O)c3ccccc32)N1,DABALZXRSJTXDK-UHFFFAOYSA-N,1
O=C1CNC(=O)C2(CC2)N1,RBBJGTYVUQPXLR-UHFFFAOYSA-N,1
O=c1c2c(nc3n1CCCC3)CCNC2,GJHQXUKKTIIPOM-UHFFFAOYSA-N,1
O=c1[nH]cnc2c1CC2,LCBMMFYQABQMRH-UHFFFAOYSA-N,1
c1ccc2cc3c(ccc4cccnc43)cc2c1,JKJNHQJWGCHSHP-UHFFFAOYSA-N,1
N=C1CC(=O)NCN1,XBMJWNLKIILLBN-UHFFFAOYSA-N,1
O=C1CC[C@@H]2C3=CC(=O)[C@@H]4CCC[C@H]4C3=CC[C@H]2C1,DVAFGUHMBGASOM-GZCFXPHUSA-N,1
O=C1CCC2=CC(=O)[C@@H]3[C@H](C[C@H]4C[C@@H]3C(=O)O4)[C@H]2C1,HJNDAUXLPUEEPI-BYNIDDHOSA-N,1
C=C1C[C@@H]2CCC=CC2=CC1=O,IKSGMCPSVHDWIP-VIFPVBQESA-N,1
O=C1C=C2OCO[C@@]23Oc2cc4c(cc2[C@H]2CCC[C@H]1[C@@H]23)OCO4,PNAVOIOMFSZDMD-UBVDWCKXSA-N,1
O=C1CNC(=O)CNC(=O)c2csc(n2)CNC(=O)[C@@H]2COC(=N2)CN1,AQKXNTSRZBXJTP-ZETCQYMHSA-N,1
O=C1CCCC[C@@H]2CC/C(=N\C[C@H]3OC(=O)O[C@@H]3CO1)O2,LGDGMVZNUPIXLZ-WSYYICIWSA-N,1
C=C1CCC[C@@H]2CC[C@@H]3C(=C)C(=O)O[C@H]3[C@@H]12,LVRWXGLUSOOIHM-FVCCEPFGSA-N,1
O=C1NCCCC2c3ccc([nH]3)Cc3ccc([nH]3)C(CCCNC(=O)c3cccc1n3)c1ccc([nH]1)Cc1ccc2[nH]1,CGAQVDRXAJZWPS-UHFFFAOYSA-N,1
O=C1O[C@@H]2Cc3c(ccc4ccoc34)[C@]34CC[C@H](OC3)[C@H]1[C@H]24,CUTSCPUOOMEPHU-DTFBLWLJSA-N,1
C=C1C(=O)O[C@@H]2C[C@@H]3CO[C@H](C[C@@H]12)O3,RTXTVFIARNKLCT-XAVMHZPKSA-N,1
C=C1C(=O)O[C@@H]2C[C@H]3CO[C@@H](C[C@@H]12)O3,RTXTVFIARNKLCT-RBXMUDONSA-N,1
O=[PH]1N=CCCO1,GTYYGUDIXPJJQW-UHFFFAOYSA-N,1
C1C[C@@H]2CCC[C@@H]2[C@H]2C[C@H]2C1,CGUGPMAPEOABBN-ZNSHCXBVSA-N,1
C1=C\CC[C@H]2O[C@@H]2C/C=C/CC/1,UXIDQHJXTXQPNK-BIEYKGMRSA-N,1
C=C1CCCC[C@H]2C=CCC[C@@H]12,AHBDHRGOVIBUCX-RYUDHWBXSA-N,1
O=C1C=C[C@H]2C(=O)C=C3[C@H]4CCCC[C@@H]4C[C@@H]4O[C@]34[C@H]12,KRQGQPOPFKVTJH-SYFYMXQASA-N,1
O=C1C=C2C[C@@H]3OCO[C@H]3[C@@H]3[C@H]4C(=O)C=CC[C@@H]4C[C@@H](O1)[C@@H]23,WVCDOFDUOQLKGU-ZVLQGCGJSA-N,1
O=C1C=Cc2c(ccc3c2OC2C(=C3)C=Cc3ccccc32)C1,HBLPPFHTVOMIFB-UHFFFAOYSA-N,1
O=C1N[C@@H]2c3cc4ccccc4c(=O)n3[C@@H]1C[C@@]21C(=O)Nc2ccccc21,OZTIXZATAJSWCB-LZJOCLMNSA-N,1
O=C1COC2(CCNC2)CN1,RXAZRBLBOGJDPD-UHFFFAOYSA-N,1
c1cc2c3c(c1)[C@H]1CCC[C@H]1N3CCN[11CH2]2,XOSKJKGKWRIMGV-AZLXSBFYSA-N,1
C=C1CCC(=O)[C@@H]2CCC[C@@H]2C1,WFRMPZBSOKCSSF-NXEZZACHSA-N,1
C1=NC2(ON1)c1ccccc1CCC21CCc2ccccc2C1,FXOWDJOHWXMPKZ-UHFFFAOYSA-N,1
O=C1CNC(=O)C2(CCCC2)NC(=O)CNCc2ccccc2Sc2ccccc2CN1,RXCDEQBKGIUEHR-UHFFFAOYSA-N,1
O=C1CNC(=O)c2cn[nH]c2CCCCCCCOCCN1,HSYCRMGWVSCMAY-UHFFFAOYSA-N,1
C=C1CCC2CCC3C4CCCC4CCC3C2C1,CWQYDWJVBPKJPN-UHFFFAOYSA-N,1
c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCN[11CH2]2,NPTIPEQJIDTVKR-NKVLINHGSA-N,1
O=C1/C=C\CC/C=C/CCC[C@@H]2OC(=O)[C@@]3(C1)[C@H]1/C=C\CCC[C@H]4CCC=C(CCC1=CC[C@@H]23)C(=O)O4,BYCAMBFGMRSZNU-XZNDIBPYSA-N,1
O=C1NS(=O)(=O)NCCCCNCC2=Cc3ccccc3-c3cc4ccc1cc4n3C2,MEBJMXDZVQAOFJ-UHFFFAOYSA-N,1
O=c1ccc2cc3cccnc3c3c2n1CCCO3,COKFJXRKSIISSX-UHFFFAOYSA-N,1
O=C1C=C2[C@@H](CC[C@H]3CCCC[C@@H]23)[C@@H]2CC3=C4[C@@H](CCC[C@@H]4[C@@H]12)CO3,AOBXEOKHTVVMSJ-QZCCZMMYSA-N,1
O=C1CC(=O)c2ccsc2N1,BYPSAMJYXBADDL-UHFFFAOYSA-N,1
N=C1c2ccccc2C(=N)C2C3C=CC(CC3)C12,AZGORCTVYSCFFR-UHFFFAOYSA-N,1
C=C1CCC[C@H]2C[C@H]3OC(=O)C[C@H]3C[C@H]12,RWFHQARRDKPSGZ-IRCOFANPSA-N,1
O=C1NS(=O)(=O)NCCOCCNC(=O)[C@@]23C[C@@H]2c2ccccc2-c2cc4ccc1cc4n2C3,DAVQNPXTKVJPHJ-NTKDMRAZSA-N,1
O=C1NC=N[C@]12c1ccccc1C[C@H]1CCOC[C@@H]12,OMAQSLCGZNABFR-ZLDLUXBVSA-N,1
O=C1C=C[C@H]2C[C@@]3(CCC[C@H]4CCCC[C@@H]43)OC2=C1,IXVGBMJXKXNIKD-RPCCPQHDSA-N,1
O=C1NC=N[C@]12c1ccccc1O[C@@H]1CCOC[C@H]12,AXPBOQXBELOPQD-QKCSRTOESA-N,1
